ANTHRO 3705,Semiotic Anthropology 1,Harkness,Anthropology,2023 Spring,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=fb5ef59c0f12ffd67fd6bef0a51339a86b17625cf834719eb90a0fc880257350832b083c34e2891db47dc07d3409004f&ReportType=2&regl=en-US,16.0,10.0,62.0,4.6,4.63,4.63,4.0,3.0,5.0,5.0,4.38,5.0,4.88,4.33,4.17,8.63,4.63,0.9971555173397064
APCOMP 209B,Data Science 2: Advanced Topics in Data Science 001,Glickman,Applied Computation,2023 Spring,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ed35d1d009bf41964914c3377355fe32b0330c4d786b690d7636f8eef929b6e53ddcf103ca68bacbc23dc034b4cb43c1&ReportType=2&regl=en-US,172.0,98.0,56.0,3.9,4.18,3.69,3.63,3.65,4.33,4.3,4.21,4.45,4.21,4.17,4.0,13.34,3.92,0.24759311581912793
APCOMP 209B,Data Science 2: Advanced Topics in Data Science 001,Protopapas,Applied Computation,2023 Spring,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=df75e484fcaebec193b247fd53592a517bc3a4ebd329abe11485efb8f29da08c7a6ad333fe87ada4b1374dd86fb4ec9d&ReportType=2&regl=en-US,172.0,98.0,56.0,3.9,4.18,3.69,3.63,3.65,4.19,4.11,4.24,4.42,4.36,4.23,3.59,13.34,3.92,0.24759311581912793
APCOMP 221,Critical Thinking in Data Science 001,Smith,Applied Computation,2023 Spring,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=057fbd1a32971a539d984208be190a55d5446a7972ae6a168b9095b12f68230b3928bb20244b0c18ae142ea12bc0d497&ReportType=2&regl=en-US,70.0,39.0,55.0,3.97,4.03,3.97,4.0,3.93,4.38,4.39,4.42,4.46,4.57,4.18,4.3,5.65,4.0,0.63087357878685
APCOMP 298R,Interdisciplinary Seminar in Applied Computation 001,Weinstock,Applied Computation,2023 Spring,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5c173d262f166cfaab3857f1d26b7e11e83a0d56b2e78921483a67698d0426083ed7163e049a03c8d2c1ad2eb4eb6cc7&ReportType=2&regl=en-US,12.0,9.0,75.0,4.11,3.75,4.0,3.67,5.0,4.22,4.0,4.0,4.0,4.43,5.0,5.0,2.5,4.11,nan
APMTH 22B,Integrating and Approximating 001,Obeid,Applied Mathematics,2023 Spring,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2bed051c420d1bb296675e762c39248d5ecd5ad99d63dde6ae6b1b1e6bdf2419a708dd10fcc015d14eba3a21cc4ac2f0&ReportType=2&regl=en-US,6.0,6.0,100.0,3.4,4.4,4.6,4.4,4.2,3.75,3.75,3.25,4.25,3.67,nan,5.0,6.8,3.8,-0.004697966575622559
APMTH 50,Introduction to Applied Mathematics 001,Pehlevan,Applied Mathematics,2023 Spring,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ea5d95cb26863b6146ceae3f8c866749329fdd2c6dc3a81dac6fff70f7ad52ae0d9e0b8fd25a30d3264f6d2d3dad2f56&ReportType=2&regl=en-US,35.0,31.0,88.0,4.21,4.29,4.29,3.83,3.88,4.33,4.19,4.52,4.2,4.16,4.5,4.14,6.39,4.22,0.5490080647998385
APMTH 101,Statistical Inference for Scientists and Engineers 001,Paten,Applied Mathematics,2023 Spring,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9c2212b0582ba3c212564858aaab91c6ab3d89a2d9731db1d5ae13090ba35c311df53505e434daa2bedac17ad83271b0&ReportType=2&regl=en-US,45.0,38.0,84.0,4.69,4.53,4.52,4.24,3.5,4.88,4.72,4.84,4.81,4.87,4.67,4.86,4.93,4.59,0.835580438375473
APMTH 105,Ordinary and Partial Differential Equations 001,Haussman,Applied Mathematics,2023 Spring,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3481c58114bd391b9bcde64675fc025ac2cdde979d923df275540b724eb7b5590af836c0cc0803c8423521ebec423c5d&ReportType=2&regl=en-US,69.0,65.0,94.0,2.04,2.87,2.4,1.89,3.5,2.5,2.89,2.49,2.88,3.41,2.31,1.24,10.16,2.16,-0.41134189866309945
APMTH 107,Graph Theory and Combinatorics 001,Valiant,Applied Mathematics,2023 Spring,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=089388a6dcd7322b5af3ff95210a468510affc59d170ed1cb63413728464d93caef9ea609197c91b5137df9bab49772e&ReportType=2&regl=en-US,22.0,18.0,81.0,3.27,3.21,3.8,4.21,4.14,2.89,2.33,3.13,2.11,2.38,nan,3.0,9.29,3.36,0.6971742851393563
